SSN,GSN,DIS,RCP,NRF,IRS,INN,dis1,rcp1,typ1,irs1,lf1,dis2,rcp2,typ2,irs2,lf2,dis3,rcp3,typ3,irs3,lf3,dis4,rcp4,typ4,irs4,lf4,dis5,rcp5,typ5,irs5,lf5,dis6,rcp6,typ6,irs6,lf6,dis7,rcp7,typ7,irs7,lf7,NAN
10030197,1548,250,1,0.0,1548,7,74,2,1,255,0.10679611650485436,100,2,1,324,0.1262135922330097,87,2,1,486,0.11165048543689321,217,1,1,516,0.12135922330097088,250,2,1,1060,0.21359223300970873,250,1,1,1271,0.23300970873786409,250,0,0,3164,0.08737864077669903,
10030197,1555,250,1,0.0,1271,7,130,1,1,217,0.06043956043956044,74,2,1,255,0.07142857142857142,250,2,1,637,0.18681318681318682,250,2,1,909,0.12637362637362637,250,2,1,1075,0.0989010989010989,250,1,1,1548,0.26373626373626374,250,0,0,3164,0.19230769230769232,
10030197,1491,250,2,0.0,1075,7,74,2,1,255,0.12941176470588237,131,3,1,366,0.15294117647058825,250,3,1,597,0.08823529411764706,250,3,1,752,0.18235294117647058,250,2,1,909,0.21176470588235294,250,1,1,1271,0.10588235294117647,250,3,1,1797,0.12941176470588237,
10030197,1499,250,2,0.0,1060,7,145,3,1,286,0.09090909090909091,200,3,1,321,0.017045454545454544,100,2,1,324,0.06818181818181818,87,2,1,486,0.125,250,3,1,620,0.13636363636363635,250,1,1,1548,0.25,250,3,1,1712,0.3125,
10030197,1655,250,2,0.14285714285714285,1304,7,44,3,1,156,0.09042553191489362,146,3,1,513,0.15425531914893617,250,3,1,581,0.17553191489361702,250,1,1,637,0.1595744680851064,250,2,1,665,0.10106382978723404,250,2,2,701,0.06382978723404255,250,1,1,794,0.2553191489361702,
10030197,1733,250,2,0.0,775,7,52,3,1,201,0.14,135,2,1,220,0.1,128,1,1,389,0.16666666666666666,147,3,1,603,0.14666666666666667,250,1,1,687,0.08666666666666667,250,2,1,1213,0.25333333333333335,250,3,1,1378,0.10666666666666667,
10050011,258,250,1,0.14285714285714285,704,7,90,1,1,424,0.06428571428571428,250,2,1,470,0.15,250,2,2,516,0.10714285714285714,250,2,1,543,0.19285714285714287,250,1,1,727,0.1357142857142857,250,2,1,875,0.18571428571428572,250,0,0,2265,0.16428571428571428,
10050011,283,250,2,0.42857142857142855,702,7,92,1,1,253,0.15714285714285714,250,2,2,421,0.07142857142857142,192,3,1,467,0.11428571428571428,169,3,2,535,0.2,248,2,1,547,0.22857142857142856,250,3,2,566,0.03571428571428571,250,1,1,727,0.19285714285714287,
10010109,716,250,1,0.0,714,7,11,1,1,77,0.09420289855072464,60,1,1,184,0.15942028985507245,250,2,1,556,0.12318840579710146,250,2,1,556,0.13768115942028986,250,2,1,849,0.2753623188405797,250,1,1,1084,0.057971014492753624,250,0,0,2644,0.15217391304347827,
10010109,761,250,1,0.0,1003,7,29,2,1,125,0.10975609756097561,97,1,1,267,0.12804878048780488,102,2,1,409,0.04878048780487805,157,1,1,482,0.17073170731707318,250,2,1,614,0.23780487804878048,250,2,1,1627,0.0975609756097561,250,0,0,2644,0.2073170731707317,
10010109,765,250,2,0.14285714285714285,556,7,60,1,1,184,0.11475409836065574,99,2,1,239,0.11475409836065574,140,3,2,343,0.19672131147540983,250,2,1,556,0.14754098360655737,250,1,1,616,0.18032786885245902,250,1,1,714,0.1557377049180328,250,3,1,736,0.09016393442622951,
10010109,775,250,2,0.0,614,7,1,3,1,7,0.03225806451612903,29,2,1,125,0.06451612903225806,102,2,1,409,0.1774193548387097,250,3,1,524,0.2661290322580645,250,3,1,526,0.06451612903225806,250,3,1,913,0.08064516129032258,250,1,1,1003,0.31451612903225806,
10030190,473,250,1,0.42857142857142855,657,7,1,1,0,39,0.10606060606060606,1,1,0,384,0.06060606060606061,214,1,1,678,0.12878787878787878,250,2,2,857,0.16666666666666666,250,2,1,1132,0.25757575757575757,250,2,1,1174,0.24242424242424243,250,0,0,2498,0.03787878787878788,
10030190,580,175,1,0.2857142857142857,394,7,12,2,1,69,0.11702127659574468,7,2,2,101,0.14893617021276595,1,1,0,245,0.1276595744680851,200,2,1,323,0.1595744680851064,250,2,1,905,0.0425531914893617,250,1,1,1568,0.23404255319148937,250,0,0,2498,0.1702127659574468,
10030190,505,250,2,0.2857142857142857,591,7,7,1,0,31,0.04838709677419355,164,2,2,480,0.0967741935483871,250,2,2,558,0.11290322580645161,250,1,1,620,0.1532258064516129,250,3,1,994,0.18548387096774194,250,3,1,1443,0.16129032258064516,250,1,1,1568,0.24193548387096775,
10030190,577,250,2,0.42857142857142855,636,7,7,2,2,101,0.08208955223880597,1,1,0,245,0.21641791044776118,250,2,2,424,0.029850746268656716,250,3,1,520,0.17164179104477612,250,3,1,574,0.208955223880597,214,1,1,678,0.17164179104477612,250,2,1,905,0.11940298507462686,
10050018,963,250,1,0.2857142857142857,907,7,57,1,1,204,0.13125,57,2,2,215,0.1,108,2,1,328,0.1375,3,1,0,349,0.2125,250,2,1,533,0.25,250,2,1,969,0.11875,250,0,0,2301,0.05,
10050018,1086,166,1,0.42857142857142855,686,7,1,1,0,33,0.030303030303030304,1,1,0,88,0.11363636363636363,57,2,1,278,0.11363636363636363,237,2,1,452,0.22727272727272727,246,2,1,625,0.17424242424242425,91,2,2,734,0.13636363636363635,250,0,0,2301,0.20454545454545456,
10050018,1004,154,2,0.5714285714285714,635,7,13,2,1,87,0.11594202898550725,44,3,1,145,0.14492753623188406,112,2,1,385,0.14492753623188406,153,3,2,668,0.13043478260869565,153,3,2,1072,0.2463768115942029,5,1,0,1161,0.21014492753623187,34,2,2,1760,0.007246376811594203,
10010100,780,250,1,0.14285714285714285,657,7,66,2,1,209,0.11971830985915492,124,2,1,296,0.04225352112676056,250,1,1,469,0.16901408450704225,200,1,1,551,0.19718309859154928,250,2,2,938,0.06338028169014084,250,2,1,1110,0.22535211267605634,250,0,0,2516,0.18309859154929578,
10010100,792,250,1,0.0,469,7,9,1,0,43,0.10909090909090909,28,2,1,56,0.1,90,2,1,131,0.12727272727272726,31,2,1,135,0.13636363636363635,250,1,1,657,0.21818181818181817,250,2,1,1110,0.22727272727272727,250,0,0,2516,0.08181818181818182,
10010100,815,250,2,0.0,755,7,24,2,1,62,0.09230769230769231,67,3,1,271,0.13076923076923078,193,2,1,339,0.12307692307692308,250,1,1,624,0.16153846153846155,250,3,1,999,0.14615384615384616,250,3,1,1043,0.17692307692307693,250,1,1,1096,0.16923076923076924,
10010100,954,250,2,0.14285714285714285,587,7,10,1,0,41,0.025,41,2,1,87,0.11666666666666667,79,3,1,120,0.075,106,2,2,354,0.19166666666666668,97,1,1,416,0.13333333333333333,250,3,1,672,0.20833333333333334,250,1,1,1058,0.25,
10030164,600,250,1,0.14285714285714285,791,7,50,2,1,251,0.06338028169014084,150,2,1,260,0.09154929577464789,10,1,0,445,0.18309859154929578,247,2,1,621,0.16901408450704225,250,1,1,750,0.19014084507042253,250,2,1,885,0.16901408450704225,250,0,0,2863,0.13380281690140844,
10030164,634,250,1,0.2857142857142857,1057,7,85,2,1,317,0.1686046511627907,10,1,0,445,0.13372093023255813,139,2,2,464,0.12209302325581395,250,2,1,844,0.14534883720930233,250,2,1,1391,0.05232558139534884,250,1,1,1421,0.23255813953488372,250,0,0,2863,0.14534883720930233,
10030164,667,250,1,0.2857142857142857,1281,7,9,2,1,61,0.06395348837209303,60,1,1,226,0.09302325581395349,51,2,2,229,0.16279069767441862,250,1,1,750,0.0872093023255814,250,2,1,1028,0.20348837209302326,250,2,2,1161,0.12790697674418605,250,0,0,2863,0.2616279069767442,
10030164,572,250,2,0.42857142857142855,844,7,77,3,1,299,0.15753424657534246,85,2,1,317,0.1095890410958904,139,2,2,464,0.14383561643835616,250,3,2,574,0.0958904109589041,250,3,1,806,0.1643835616438356,250,3,2,807,0.15753424657534246,250,1,1,1057,0.17123287671232876,
10030164,620,250,2,0.5714285714285714,1003,7,51,2,2,229,0.11728395061728394,50,2,1,251,0.037037037037037035,214,3,2,452,0.16666666666666666,170,3,1,511,0.1419753086419753,250,3,2,536,0.13580246913580246,250,1,1,750,0.19135802469135801,250,2,2,1161,0.20987654320987653,
10030164,787,250,2,0.42857142857142855,908,7,9,2,2,76,0.09333333333333334,10,3,2,244,0.09333333333333334,250,3,1,571,0.08666666666666667,250,3,1,577,0.24,250,3,1,722,0.12666666666666668,9,1,0,873,0.08666666666666667,250,2,1,1321,0.2733333333333333,
10050027,652,250,2,0.5714285714285714,1073,7,62,2,1,256,0.13690476190476192,148,3,1,271,0.125,138,3,2,437,0.1130952380952381,250,3,1,751,0.07142857142857142,152,2,2,828,0.20833333333333334,250,3,2,900,0.18452380952380953,37,1,2,1342,0.16071428571428573,
10050027,741,250,2,0.14285714285714285,1057,7,46,2,1,253,0.03571428571428571,133,3,1,445,0.13095238095238096,240,1,1,474,0.1130952380952381,250,3,1,553,0.22023809523809523,250,1,1,886,0.17261904761904762,250,2,2,1119,0.19047619047619047,250,3,1,1184,0.13690476190476192,
10050020,1488,250,2,0.7142857142857143,1033,7,43,1,1,194,0.15625,44,2,2,202,0.075,43,1,2,484,0.15,36,2,2,511,0.1875,19,1,2,891,0.1625,250,3,1,1051,0.23125,250,3,2,1700,0.0375,
10050020,1656,185,2,0.5714285714285714,655,7,19,1,1,54,0.05970149253731343,250,3,1,401,0.208955223880597,1,1,0,413,0.23134328358208955,250,3,2,477,0.07462686567164178,250,3,1,782,0.04477611940298507,119,2,2,1016,0.291044776119403,2,2,2,1134,0.08955223880597014,
10010107,844,250,1,0.0,1148,7,31,2,1,204,0.11797752808988764,136,2,1,339,0.06179775280898876,151,2,1,353,0.14606741573033707,117,2,1,457,0.10112359550561797,166,1,1,709,0.06179775280898876,250,1,1,889,0.24719101123595505,250,0,0,2822,0.2640449438202247,
10010107,862,250,1,0.0,2048,7,109,2,1,301,0.07692307692307693,246,2,1,699,0.16666666666666666,250,1,1,889,0.15384615384615385,250,2,1,936,0.09401709401709402,250,1,1,1240,0.09401709401709402,250,2,1,1339,0.19230769230769232,250,0,0,2822,0.2222222222222222,
10010107,879,250,1,0.0,889,7,151,2,1,353,0.1125,233,2,1,434,0.2375,250,2,1,470,0.10625,246,2,1,699,0.0125,250,1,1,1148,0.275,250,1,1,2048,0.225,250,0,0,2822,0.03125,
10010107,716,176,2,0.0,692,7,5,2,1,29,0.07246376811594203,46,2,1,177,0.10144927536231885,244,3,1,557,0.14492753623188406,250,3,1,641,0.11594202898550725,250,2,1,1292,0.10144927536231885,250,3,1,1412,0.2318840579710145,250,1,1,2066,0.2318840579710145,
10010107,920,250,2,0.0,936,7,131,3,1,262,0.12941176470588237,250,3,1,362,0.07058823529411765,250,3,1,562,0.1,246,2,1,699,0.2235294117647059,250,3,1,1066,0.22941176470588234,250,2,1,1339,0.11764705882352941,250,1,1,2048,0.12941176470588237,
10010107,936,250,2,0.0,470,7,148,3,1,352,0.1574074074074074,151,2,1,353,0.16666666666666666,243,3,1,424,0.16666666666666666,250,3,1,428,0.046296296296296294,233,2,1,434,0.10185185185185185,250,3,1,505,0.2037037037037037,250,1,1,889,0.1574074074074074,
10030138,890,235,1,0.14285714285714285,458,7,63,2,1,154,0.12727272727272726,66,2,1,188,0.19090909090909092,52,1,1,259,0.16363636363636364,165,2,1,363,0.10909090909090909,250,2,2,827,0.11818181818181818,250,1,1,869,0.12727272727272726,250,0,0,2369,0.16363636363636364,
10030138,909,250,1,0.0,782,7,52,1,1,259,0.07042253521126761,165,2,1,363,0.15492957746478872,250,1,1,597,0.14084507042253522,250,2,1,910,0.1619718309859155,250,2,1,1024,0.2112676056338028,250,2,1,1629,0.056338028169014086,250,0,0,2369,0.20422535211267606,
10030138,914,250,1,0.0,869,7,66,2,1,188,0.11486486486486487,250,2,1,289,0.05405405405405406,235,1,1,458,0.0945945945945946,250,1,1,562,0.13513513513513514,250,2,1,587,0.14864864864864866,187,2,1,607,0.20945945945945946,250,0,0,2369,0.24324324324324326,
10030138,830,250,2,0.42857142857142855,910,7,30,3,1,126,0.08227848101265822,120,3,2,196,0.13924050632911392,250,3,2,243,0.056962025316455694,212,3,2,474,0.1518987341772152,250,1,1,782,0.14556962025316456,250,2,1,1024,0.21518987341772153,250,2,1,1629,0.2088607594936709,
10030138,855,250,2,0.2857142857142857,587,7,66,2,1,188,0.07377049180327869,132,3,1,417,0.09016393442622951,250,3,2,444,0.13934426229508196,187,2,1,607,0.1557377049180328,250,2,2,827,0.22131147540983606,250,3,1,864,0.13934426229508196,250,1,1,869,0.18032786885245902,
10030138,902,250,2,0.2857142857142857,1024,7,250,3,2,243,0.12352941176470589,221,2,1,555,0.08823529411764706,250,3,2,580,0.08235294117647059,250,1,1,597,0.14705882352941177,250,3,1,681,0.18235294117647058,250,1,1,782,0.17647058823529413,250,2,1,910,0.2,
10030138,1017,250,2,0.0,1155,7,57,3,1,231,0.12777777777777777,179,3,1,338,0.05555555555555555,221,2,1,555,0.027777777777777776,169,3,1,668,0.2,250,3,1,832,0.14444444444444443,250,1,1,1071,0.24444444444444444,250,2,1,1529,0.2,
10030138,1060,250,2,0.14285714285714285,1328,7,5,2,2,36,0.04891304347826087,26,2,1,76,0.03260869565217391,47,3,1,183,0.11956521739130435,250,3,1,669,0.21195652173913043,250,1,1,1060,0.22282608695652173,250,3,1,1330,0.14673913043478262,250,2,1,1529,0.21739130434782608,
10050080,75,250,1,0.0,1173,7,114,2,1,197,0.10465116279069768,73,1,1,246,0.13372093023255813,250,2,1,676,0.11627906976744186,250,1,1,821,0.22093023255813954,250,2,1,1095,0.18023255813953487,250,2,1,1416,0.0755813953488372,250,0,0,2878,0.1686046511627907,
10050080,1691,250,1,0.0,1223,7,39,2,1,157,0.09090909090909091,114,1,1,317,0.08522727272727272,119,1,1,564,0.1590909090909091,181,2,1,600,0.1875,250,2,1,603,0.14772727272727273,250,2,1,1325,0.13068181818181818,250,0,0,2878,0.19886363636363635,
10050080,31,250,2,0.2857142857142857,1247,7,69,3,1,186,0.12903225806451613,114,2,1,197,0.07526881720430108,136,3,2,326,0.13978494623655913,191,3,1,436,0.13440860215053763,250,1,1,821,0.1881720430107527,250,2,2,1253,0.16666666666666666,250,1,1,1925,0.16666666666666666,
10050080,48,250,2,0.14285714285714285,690,7,75,1,1,140,0.04285714285714286,48,3,1,158,0.12142857142857143,71,3,1,220,0.18571428571428572,59,2,2,243,0.08571428571428572,250,3,1,438,0.12857142857142856,250,2,1,968,0.17857142857142858,250,1,1,1502,0.2571428571428571,
10050080,96,250,2,0.0,968,7,50,2,1,156,0.05,48,3,1,158,0.1,250,3,1,509,0.18125,250,2,1,690,0.15625,250,3,1,735,0.1875,250,3,1,1127,0.125,250,1,1,1502,0.2,
10050080,125,250,2,0.14285714285714285,676,7,50,2,1,156,0.15217391304347827,73,1,1,246,0.15217391304347827,250,3,1,509,0.021739130434782608,250,3,2,727,0.2463768115942029,250,2,1,1095,0.2246376811594203,250,1,1,1173,0.14492753623188406,250,1,1,1502,0.057971014492753624,
10050080,1653,250,2,0.0,1325,7,28,3,1,207,0.10638297872340426,250,3,1,480,0.05319148936170213,181,2,1,600,0.14893617021276595,250,2,1,603,0.11702127659574468,250,3,1,750,0.24468085106382978,250,1,1,1223,0.12234042553191489,250,3,1,1344,0.2074468085106383,
10050080,1690,250,2,0.0,603,7,28,3,1,207,0.10655737704918032,56,3,1,232,0.09836065573770492,119,1,1,564,0.06557377049180328,250,2,1,994,0.18032786885245902,250,1,1,1223,0.21311475409836064,250,3,1,1287,0.1557377049180328,250,2,1,1325,0.18032786885245902,
10050080,1739,250,2,0.2857142857142857,994,7,1,1,0,23,0.023529411764705882,56,3,1,232,0.13529411764705881,204,3,2,411,0.07058823529411765,119,1,1,564,0.22941176470588234,250,2,1,603,0.12941176470588237,250,2,1,757,0.11764705882352941,250,1,1,1925,0.29411764705882354,
10010138,470,250,1,0.14285714285714285,918,7,80,1,1,227,0.12987012987012986,1,1,0,402,0.11038961038961038,160,2,1,494,0.14285714285714285,250,2,1,733,0.16233766233766234,250,2,1,941,0.09090909090909091,250,2,1,1120,0.15584415584415584,250,0,0,2457,0.2077922077922078,
10010138,533,250,1,0.14285714285714285,610,7,19,2,1,69,0.06060606060606061,95,1,1,351,0.18181818181818182,233,2,1,479,0.1590909090909091,250,2,1,563,0.08333333333333333,250,2,2,760,0.11363636363636363,250,1,1,1005,0.25,250,0,0,2457,0.15151515151515152,
10010138,582,250,1,0.2857142857142857,1233,7,27,2,2,101,0.10714285714285714,76,2,1,153,0.05952380952380952,229,1,1,289,0.05952380952380952,95,1,1,351,0.16071428571428573,140,2,1,510,0.23809523809523808,250,2,2,760,0.1130952380952381,250,0,0,2457,0.2619047619047619,
10010138,451,250,2,0.0,941,7,250,3,1,320,0.036585365853658534,250,3,1,325,0.12804878048780488,169,3,1,413,0.1951219512195122,250,2,1,733,0.15853658536585366,250,3,1,850,0.21951219512195122,250,1,1,918,0.08536585365853659,250,2,1,1120,0.17682926829268292,
10010138,472,250,2,0.0,591,7,10,1,0,35,0.03968253968253968,15,2,1,88,0.07936507936507936,19,1,1,132,0.21428571428571427,205,2,1,579,0.09523809523809523,250,3,1,983,0.23809523809523808,250,1,1,1005,0.18253968253968253,250,3,1,1376,0.15079365079365079,
10010138,475,250,2,0.0,733,7,80,1,1,227,0.14383561643835616,76,3,1,248,0.1095890410958904,169,3,1,413,0.10273972602739725,250,2,1,580,0.06164383561643835,250,3,1,777,0.2328767123287671,250,1,1,918,0.17123287671232876,250,2,1,941,0.1780821917808219,
10010138,558,250,2,0.0,580,7,84,2,1,167,0.1328125,26,1,1,168,0.15625,80,1,1,227,0.046875,76,3,1,248,0.2421875,85,1,1,258,0.125,250,3,1,663,0.2265625,250,2,1,733,0.0703125,
10010138,605,250,2,0.14285714285714285,563,7,19,2,1,69,0.10833333333333334,65,3,1,168,0.10833333333333334,108,3,1,365,0.125,250,1,1,610,0.09166666666666666,250,2,2,760,0.23333333333333334,250,3,1,936,0.125,250,3,1,1298,0.20833333333333334,
10030107,788,250,1,0.0,511,7,9,2,1,31,0.06349206349206349,250,1,1,306,0.1349206349206349,250,2,1,325,0.1746031746031746,250,1,1,702,0.07142857142857142,250,2,1,1127,0.2619047619047619,250,2,1,1274,0.031746031746031744,250,0,0,2426,0.2619047619047619,
10030107,801,250,1,0.0,674,7,12,2,1,60,0.03676470588235294,24,2,1,79,0.07352941176470588,83,2,1,281,0.16911764705882354,60,1,1,352,0.21323529411764705,127,1,1,404,0.19852941176470587,250,2,1,961,0.2426470588235294,250,0,0,2426,0.0661764705882353,
10030107,881,250,1,0.0,973,7,7,2,1,26,0.024691358024691357,50,1,1,149,0.13580246913580246,153,2,1,373,0.19753086419753085,250,2,1,625,0.2345679012345679,250,1,1,702,0.1111111111111111,250,2,1,1349,0.16049382716049382,250,0,0,2426,0.13580246913580246,
10030107,876,250,2,0.0,936,7,12,2,1,60,0.030120481927710843,250,3,1,417,0.03614457831325301,250,1,1,544,0.14457831325301204,250,3,1,567,0.15060240963855423,250,2,1,961,0.21686746987951808,250,3,1,981,0.21686746987951808,250,2,1,1349,0.20481927710843373,
10050074,378,250,2,0.42857142857142855,619,7,37,3,2,105,0.07575757575757576,90,3,2,196,0.11363636363636363,87,2,1,326,0.13636363636363635,225,3,1,410,0.16666666666666666,243,3,1,557,0.18181818181818182,250,2,2,588,0.10606060606060606,250,1,1,680,0.2196969696969697,
10010164,1527,170,1,0.0,562,7,4,2,1,21,0.024193548387096774,16,1,1,58,0.0967741935483871,28,1,1,182,0.0967741935483871,120,1,1,280,0.11290322580645161,250,2,1,875,0.25806451612903225,250,2,1,1258,0.27419354838709675,250,0,0,2605,0.13709677419354838,
10010164,1573,250,1,0.0,763,7,42,1,1,126,0.1111111111111111,127,1,1,202,0.1111111111111111,250,2,1,315,0.09722222222222222,250,2,1,501,0.18055555555555555,250,2,1,558,0.10416666666666667,250,2,1,1022,0.2013888888888889,250,0,0,2605,0.19444444444444445,
10010164,1499,250,2,0.0,875,7,4,2,1,21,0.05128205128205128,28,1,1,182,0.16025641025641027,72,3,1,261,0.12179487179487179,151,3,1,416,0.14102564102564102,170,1,1,562,0.20512820512820512,250,3,1,1000,0.1282051282051282,250,2,1,1051,0.19230769230769232,
10010164,1502,250,2,0.0,558,7,28,1,1,107,0.11206896551724138,42,1,1,126,0.15517241379310345,163,3,1,263,0.16379310344827586,93,2,1,269,0.11206896551724138,250,2,1,315,0.13793103448275862,250,1,1,763,0.12931034482758622,250,3,1,1078,0.1896551724137931,
10010164,1615,250,2,0.0,596,7,78,3,1,191,0.05555555555555555,120,1,1,280,0.16666666666666666,182,3,1,387,0.12698412698412698,250,2,1,462,0.1984126984126984,233,1,1,565,0.1349206349206349,250,3,1,680,0.20634920634920634,250,2,1,1258,0.1111111111111111,
10010164,1627,250,2,0.0,1022,7,127,1,1,202,0.07317073170731707,250,2,1,471,0.18292682926829268,250,3,1,479,0.09146341463414634,250,2,1,501,0.1402439024390244,250,3,1,661,0.24390243902439024,250,1,1,763,0.17682926829268292,250,3,1,769,0.09146341463414634,
10010164,1663,250,2,0.0,1196,7,123,1,1,410,0.13186813186813187,250,2,1,462,0.18681318681318682,233,1,1,565,0.0989010989010989,250,2,1,586,0.14835164835164835,250,3,1,820,0.09340659340659341,250,3,1,1787,0.25824175824175827,250,3,1,1867,0.08241758241758242,
10030100,503,250,1,0.0,1151,7,88,2,1,167,0.041176470588235294,96,2,1,485,0.17058823529411765,250,2,1,551,0.1,250,1,1,575,0.16470588235294117,250,1,1,1110,0.21176470588235294,250,2,1,1404,0.1588235294117647,250,0,0,2132,0.15294117647058825,
10030100,519,250,1,0.0,1110,7,41,2,1,234,0.1566265060240964,250,2,1,819,0.19879518072289157,250,1,1,905,0.0963855421686747,250,1,1,1151,0.21686746987951808,250,2,1,1298,0.05421686746987952,250,2,1,1404,0.10843373493975904,250,0,0,2132,0.1686746987951807,
10030100,547,250,1,0.0,679,7,2,2,1,14,0.03676470588235294,250,2,1,435,0.11029411764705882,250,2,1,541,0.20588235294117646,250,1,1,575,0.08088235294117647,250,1,1,648,0.058823529411764705,250,2,1,865,0.3088235294117647,250,0,0,2132,0.19852941176470587,
10030100,518,250,2,0.0,435,7,2,2,1,14,0.057692307692307696,97,3,1,135,0.0673076923076923,69,3,1,195,0.18269230769230768,69,3,1,323,0.15384615384615385,250,1,1,679,0.14423076923076922,250,2,1,865,0.17307692307692307,250,3,1,1484,0.22115384615384615,
10030100,655,250,2,0.0,467,7,14,3,1,49,0.09090909090909091,30,3,1,138,0.16363636363636364,30,2,1,156,0.11818181818181818,250,3,1,304,0.07272727272727272,250,3,1,883,0.13636363636363635,250,1,1,1122,0.09090909090909091,250,2,1,1346,0.32727272727272727,
10030100,667,250,2,0.0,817,7,30,2,1,156,0.07534246575342465,84,3,1,244,0.136986301369863,250,3,1,304,0.1232876712328767,250,3,1,416,0.1232876712328767,155,2,1,443,0.18493150684931506,250,3,1,563,0.1917808219178082,250,1,1,1122,0.1643835616438356,
10050073,1129,250,2,0.7142857142857143,1104,7,65,2,1,205,0.12048192771084337,148,1,1,371,0.14457831325301204,31,1,2,648,0.15060240963855423,136,2,2,776,0.09036144578313253,158,3,2,951,0.2289156626506024,202,3,2,953,0.21084337349397592,250,2,2,1249,0.05421686746987952,
10030109,1302,250,2,0.42857142857142855,829,7,27,2,1,103,0.0763888888888889,120,3,1,213,0.04861111111111111,91,2,2,288,0.1388888888888889,185,3,2,347,0.1736111111111111,250,3,1,576,0.10416666666666667,250,3,1,1369,0.2361111111111111,164,1,2,1889,0.2222222222222222,
10030109,1345,250,2,0.42857142857142855,456,7,33,1,1,107,0.14285714285714285,120,3,1,213,0.07142857142857142,184,2,1,229,0.15178571428571427,91,2,2,288,0.22321428571428573,139,3,1,308,0.1875,1,1,0,384,0.1875,164,1,2,1889,0.03571428571428571,
10010190,155,250,1,0.0,805,7,4,1,0,18,0.04666666666666667,72,1,1,210,0.08,140,2,1,262,0.1,222,2,1,377,0.2,250,1,1,530,0.22,250,2,1,758,0.16666666666666666,250,0,0,2477,0.18666666666666668,
10010190,211,250,1,0.0,886,7,32,1,1,143,0.09333333333333334,51,1,1,230,0.08666666666666667,250,2,1,757,0.30666666666666664,250,2,1,974,0.14,250,2,1,1037,0.16666666666666666,250,2,1,1368,0.02666666666666667,250,0,0,2477,0.18,
10010190,130,250,2,0.0,758,7,90,3,1,173,0.1527777777777778,140,2,1,262,0.13194444444444445,132,3,1,293,0.16666666666666666,147,2,1,412,0.16666666666666666,250,1,1,530,0.08333333333333333,250,1,1,805,0.1736111111111111,250,3,1,987,0.125,
10010190,151,250,2,0.0,1037,7,32,1,1,143,0.08227848101265822,72,1,1,210,0.12658227848101267,176,3,1,315,0.189873417721519,222,2,1,377,0.11392405063291139,250,1,1,886,0.15822784810126583,250,3,1,957,0.18354430379746836,250,2,1,974,0.14556962025316456,
10010190,232,250,2,0.0,982,7,71,2,1,208,0.09036144578313253,147,2,1,412,0.10843373493975904,185,1,1,524,0.14457831325301204,250,1,1,530,0.12048192771084337,211,3,1,599,0.18674698795180722,250,3,1,699,0.1144578313253012,250,1,1,1266,0.23493975903614459,
10010190,305,250,2,0.0,1061,7,14,1,1,57,0.06395348837209303,55,1,1,216,0.1569767441860465,222,2,1,603,0.25,250,3,1,1088,0.10465116279069768,250,1,1,1266,0.2558139534883721,250,1,1,1267,0.01744186046511628,250,2,1,1863,0.1511627906976744,
10010190,383,250,2,0.0,549,7,26,3,1,62,0.09523809523809523,249,3,1,201,0.007936507936507936,87,2,1,340,0.19047619047619047,250,2,1,457,0.07142857142857142,250,3,1,667,0.24603174603174602,250,3,1,938,0.2698412698412698,250,1,1,1267,0.11904761904761904,
10050087,1298,250,1,0.14285714285714285,608,7,1,1,0,9,0.02459016393442623,104,2,1,189,0.05737704918032787,250,2,1,506,0.2540983606557377,250,2,1,667,0.16393442622950818,250,1,1,905,0.21311475409836064,250,1,2,1692,0.16393442622950818,250,0,0,2221,0.12295081967213115,
10050087,1359,250,1,0.0,944,7,71,2,1,208,0.06756756756756757,250,1,1,905,0.16891891891891891,250,2,1,1042,0.22972972972972974,250,2,1,1066,0.12162162162162163,250,1,1,1290,0.08783783783783784,250,2,1,1450,0.13513513513513514,250,0,0,2221,0.1891891891891892,
10050087,1302,250,2,0.14285714285714285,1651,7,46,3,1,152,0.05825242718446602,250,3,1,442,0.13592233009708737,237,1,1,455,0.13592233009708737,250,2,1,690,0.13592233009708737,250,3,2,761,0.1553398058252427,250,2,1,1155,0.13106796116504854,250,1,1,1290,0.24757281553398058,
10050087,1378,250,2,0.0,1155,7,7,3,1,33,0.011363636363636364,250,3,1,442,0.08522727272727272,250,2,1,724,0.29545454545454547,250,3,1,751,0.17613636363636365,250,3,1,949,0.17045454545454544,250,1,1,1290,0.10795454545454546,250,2,1,1651,0.1534090909090909,
10050087,1386,250,2,0.0,724,7,5,2,1,14,0.039473684210526314,7,3,1,33,0.046052631578947366,130,3,1,231,0.08552631578947369,250,2,1,1042,0.09868421052631579,250,2,1,1155,0.34210526315789475,250,1,1,1290,0.09868421052631579,250,3,1,1336,0.2894736842105263,
10050087,1397,250,2,0.14285714285714285,1066,7,24,2,1,90,0.08928571428571429,71,2,1,208,0.16071428571428573,250,3,1,874,0.07142857142857142,250,1,1,905,0.19047619047619047,250,1,1,944,0.10714285714285714,250,3,1,1036,0.11904761904761904,250,3,2,2131,0.2619047619047619,
10030136,796,250,2,0.14285714285714285,599,7,2,2,1,19,0.046153846153846156,28,1,2,417,0.2076923076923077,236,3,1,474,0.08461538461538462,181,2,1,524,0.1,250,3,1,746,0.1076923076923077,250,2,1,888,0.2,250,3,1,1254,0.25384615384615383,
