SSN,GSN,DIS,RCP,NRF,IRS,INN,dis1,rcp1,typ1,irs1,lf1,dis2,rcp2,typ2,irs2,lf2,dis3,rcp3,typ3,irs3,lf3,dis4,rcp4,typ4,irs4,lf4,dis5,rcp5,typ5,irs5,lf5,dis6,rcp6,typ6,irs6,lf6,NAN
10030106,989,250,2,0.16666666666666666,564,6,3,1,0,396,0.1271186440677966,220,3,1,444,0.0423728813559322,250,2,1,487,0.17796610169491525,250,2,1,607,0.19491525423728814,250,3,1,631,0.22033898305084745,250,1,1,1172,0.23728813559322035,
10030106,994,250,2,0.0,590,6,112,3,1,263,0.1171875,110,3,1,298,0.1328125,250,2,1,607,0.171875,250,3,1,1039,0.171875,250,1,1,1172,0.203125,250,2,1,2004,0.203125,
10030106,1017,250,2,0.3333333333333333,487,6,20,2,1,128,0.16981132075471697,3,1,0,396,0.1509433962264151,220,3,1,444,0.22641509433962265,197,1,1,450,0.1792452830188679,250,2,1,564,0.19811320754716982,250,3,2,876,0.07547169811320754,
10030106,1128,250,2,0.0,532,6,85,2,1,177,0.10344827586206896,83,2,1,359,0.10344827586206896,250,2,1,444,0.19827586206896552,249,3,1,551,0.22413793103448276,250,3,1,682,0.16379310344827586,250,1,1,1061,0.20689655172413793,
10030106,1167,152,2,0.16666666666666666,240,6,113,1,1,267,0.14473684210526316,250,2,1,469,0.14473684210526316,157,3,1,516,0.25,250,3,1,596,0.13157894736842105,250,1,1,885,0.19736842105263158,250,2,2,1146,0.13157894736842105,
10030106,1168,250,2,0.0,444,6,47,2,1,231,0.17307692307692307,83,2,1,359,0.22115384615384615,250,2,1,532,0.22115384615384615,250,3,1,682,0.125,250,3,1,716,0.17307692307692307,250,1,1,923,0.08653846153846154,
10050044,624,250,1,0.3333333333333333,870,6,12,2,1,55,0.04861111111111111,60,1,1,162,0.1388888888888889,190,2,2,324,0.1388888888888889,250,1,1,837,0.1875,250,2,2,1748,0.2708333333333333,250,0,0,2331,0.2152777777777778,
10050044,542,250,2,0.3333333333333333,435,6,3,3,1,16,0.06140350877192982,250,2,2,456,0.07017543859649122,250,1,1,497,0.2543859649122807,250,3,2,747,0.32456140350877194,250,1,1,837,0.24561403508771928,250,2,1,1134,0.043859649122807015,
10050044,576,250,2,0.3333333333333333,694,6,23,3,1,78,0.07575757575757576,126,2,2,429,0.16666666666666666,250,3,1,502,0.1590909090909091,164,2,1,524,0.18181818181818182,250,3,2,1058,0.21212121212121213,250,1,1,1732,0.20454545454545456,
10050044,622,164,2,0.0,524,6,23,3,1,78,0.06363636363636363,100,2,1,165,0.13636363636363635,250,3,1,522,0.18181818181818182,250,3,1,589,0.20909090909090908,250,2,1,694,0.21818181818181817,250,1,1,1732,0.19090909090909092,
10050044,708,142,2,0.16666666666666666,252,6,14,2,1,54,0.13636363636363635,144,3,1,180,0.056818181818181816,140,1,1,388,0.2840909090909091,250,2,1,603,0.10227272727272728,250,3,1,1092,0.3522727272727273,250,1,2,1472,0.06818181818181818,
10010196,816,250,1,0.16666666666666666,421,6,54,2,2,149,0.1568627450980392,73,1,1,324,0.18627450980392157,250,2,1,569,0.049019607843137254,250,2,1,865,0.1568627450980392,250,1,1,1254,0.3137254901960784,250,0,0,2508,0.13725490196078433,
10010196,753,250,2,0.16666666666666666,736,6,83,3,1,177,0.12878787878787878,177,3,1,227,0.12878787878787878,65,1,1,271,0.06060606060606061,250,2,1,569,0.2196969696969697,250,1,2,1176,0.17424242424242425,250,2,1,1489,0.2878787878787879,
10010196,754,250,2,0.16666666666666666,958,6,87,3,1,460,0.11333333333333333,159,2,1,472,0.12,250,3,1,639,0.16666666666666666,250,3,1,874,0.18,250,1,2,1176,0.16,250,2,1,1489,0.26,
10010196,833,159,2,0.16666666666666666,472,6,103,2,1,304,0.044642857142857144,239,1,1,537,0.16071428571428573,250,3,1,639,0.0625,250,2,1,958,0.16071428571428573,250,3,1,982,0.3482142857142857,250,1,2,1176,0.22321428571428573,
10010196,937,250,2,0.16666666666666666,565,6,100,2,1,222,0.13333333333333333,47,3,1,242,0.10833333333333334,250,3,1,531,0.10833333333333334,111,1,2,629,0.25,250,3,1,638,0.16666666666666666,250,2,1,947,0.23333333333333334,
10010196,959,250,2,0.0,646,6,21,3,1,95,0.1076923076923077,250,2,1,641,0.25384615384615383,250,2,1,970,0.24615384615384617,250,3,1,1018,0.06153846153846154,250,1,1,1224,0.17692307692307693,250,1,1,1405,0.15384615384615385,
10030152,1628,250,1,0.0,959,6,207,2,1,394,0.10975609756097561,250,1,1,890,0.14634146341463414,250,2,1,934,0.2804878048780488,250,2,1,1040,0.2073170731707317,250,1,1,1166,0.042682926829268296,250,0,0,2574,0.21341463414634146,
10030152,1668,250,1,0.0,890,6,62,1,1,239,0.11038961038961038,131,2,1,374,0.16233766233766234,207,2,1,394,0.14935064935064934,250,2,1,878,0.12987012987012986,250,1,1,959,0.15584415584415584,250,0,0,2574,0.2922077922077922,
10030152,1701,62,1,0.0,239,6,11,2,1,67,0.1388888888888889,19,1,1,104,0.08333333333333333,250,2,1,878,0.18055555555555555,250,1,1,890,0.2361111111111111,250,2,1,926,0.19444444444444445,250,0,0,2574,0.16666666666666666,
10030152,24,250,2,0.0,430,6,53,2,1,177,0.07692307692307693,248,3,1,579,0.25,250,1,1,968,0.2692307692307692,250,1,1,983,0.1346153846153846,250,2,1,1002,0.0673076923076923,250,3,1,1611,0.20192307692307693,
10030152,1591,250,2,0.0,729,6,91,2,1,204,0.04411764705882353,250,3,1,633,0.11029411764705882,250,2,1,942,0.19117647058823528,250,3,1,998,0.22794117647058823,250,3,1,1073,0.17647058823529413,250,1,1,1166,0.25,
10030152,1598,250,2,0.0,934,6,91,2,1,204,0.11538461538461539,101,3,1,232,0.10897435897435898,250,3,1,484,0.16666666666666666,250,1,1,959,0.2948717948717949,250,2,1,1040,0.07692307692307693,250,1,1,1166,0.23717948717948717,
10030152,1642,207,2,0.0,394,6,131,2,1,374,0.19444444444444445,250,3,1,579,0.24074074074074073,250,3,1,755,0.1388888888888889,250,1,1,890,0.21296296296296297,250,1,1,959,0.16666666666666666,250,2,1,1040,0.046296296296296294,
10050086,383,250,1,0.16666666666666666,593,6,39,2,2,191,0.12096774193548387,166,1,1,594,0.08064516129032258,250,2,1,943,0.12096774193548387,250,2,1,952,0.24193548387096775,250,1,1,1033,0.18548387096774194,250,0,0,2550,0.25,
10050086,426,250,1,0.0,1033,6,250,1,1,593,0.13855421686746988,250,2,1,898,0.09036144578313253,250,2,1,943,0.2289156626506024,250,2,1,943,0.21084337349397592,250,1,1,1134,0.06626506024096386,250,0,0,2550,0.26506024096385544,
10050086,318,176,2,0.16666666666666666,386,6,34,1,1,173,0.10526315789473684,98,3,1,595,0.07017543859649122,250,1,1,820,0.14912280701754385,250,1,1,870,0.2631578947368421,250,2,1,1039,0.07017543859649122,250,2,2,1437,0.34210526315789475,
10050086,417,250,2,0.3333333333333333,477,6,33,3,1,127,0.11818181818181818,129,2,2,161,0.17272727272727273,191,1,2,570,0.12727272727272726,250,3,1,636,0.2,250,3,1,682,0.15454545454545454,250,2,1,1039,0.22727272727272727,
10050086,436,250,2,0.3333333333333333,943,6,39,2,2,191,0.125,250,1,1,593,0.09868421052631579,250,3,1,624,0.08552631578947369,250,3,2,701,0.19736842105263158,250,2,1,898,0.24342105263157895,250,1,1,1033,0.25,
10050086,464,250,2,0.16666666666666666,943,6,44,3,1,149,0.10759493670886076,250,3,1,826,0.12658227848101267,250,2,1,898,0.06962025316455696,250,1,1,1033,0.22151898734177214,250,1,1,1134,0.24050632911392406,250,2,2,1218,0.23417721518987342,
10010191,1304,181,1,0.16666666666666666,626,6,1,2,1,8,0.031746031746031744,1,1,0,349,0.24603174603174602,250,2,1,749,0.1746031746031746,250,2,1,887,0.16666666666666666,250,1,1,1184,0.23015873015873015,250,0,0,2160,0.15079365079365079,
10010191,1265,250,2,0.0,450,6,250,3,1,578,0.14423076923076922,250,3,1,609,0.20192307692307693,250,2,1,787,0.25961538461538464,250,2,1,840,0.1346153846153846,250,1,1,1184,0.18269230769230768,250,3,1,2019,0.07692307692307693,
10010191,1346,250,2,0.0,588,6,16,2,1,86,0.11864406779661017,58,3,1,315,0.15254237288135594,250,2,1,590,0.1694915254237288,250,2,1,787,0.1864406779661017,250,1,1,933,0.2457627118644068,250,3,1,1473,0.1271186440677966,
10010191,1360,250,2,0.0,590,6,7,2,1,30,0.09322033898305085,159,3,1,182,0.13559322033898305,250,3,1,415,0.1694915254237288,250,2,1,588,0.1694915254237288,250,1,1,933,0.17796610169491525,250,3,1,1473,0.2542372881355932,
10010191,1404,250,2,0.16666666666666666,340,6,68,3,1,127,0.13636363636363635,56,3,1,193,0.1590909090909091,1,1,0,291,0.125,250,2,1,481,0.19318181818181818,250,1,1,1066,0.22727272727272727,250,2,1,1410,0.1590909090909091,
10010191,1437,250,2,0.0,481,6,56,3,1,193,0.14285714285714285,250,2,1,340,0.15178571428571427,250,3,1,497,0.14285714285714285,250,3,1,569,0.14285714285714285,250,2,1,819,0.20535714285714285,250,1,1,1066,0.21428571428571427,
10010191,1506,144,2,0.0,387,6,2,3,1,12,0.03125,16,2,1,77,0.08333333333333333,30,2,1,172,0.13541666666666666,220,3,1,598,0.20833333333333334,250,2,1,819,0.20833333333333334,250,1,1,1129,0.3333333333333333,
10030199,923,250,2,0.0,689,6,2,2,1,24,0.045454545454545456,250,2,1,434,0.18181818181818182,250,3,1,516,0.1590909090909091,250,3,1,1044,0.2803030303030303,250,1,1,1099,0.15151515151515152,250,2,1,1188,0.18181818181818182,
10030199,955,250,2,0.0,434,6,109,1,1,382,0.06481481481481481,250,2,1,689,0.2222222222222222,250,3,1,787,0.26851851851851855,250,2,1,939,0.17592592592592593,250,3,1,1044,0.046296296296296294,250,1,1,1099,0.2222222222222222,
10030199,968,194,2,0.0,385,6,237,3,1,290,0.04081632653061224,121,3,1,330,0.08163265306122448,250,3,1,765,0.29591836734693877,250,2,1,939,0.17346938775510204,250,1,1,1017,0.1326530612244898,250,2,1,1359,0.2755102040816326,
10030199,1068,250,2,0.0,981,6,86,3,1,245,0.12345679012345678,145,2,1,345,0.1728395061728395,250,3,1,624,0.1728395061728395,250,3,1,1005,0.24074074074074073,250,1,1,1197,0.12962962962962962,250,2,1,1358,0.16049382716049382,
10030199,1069,185,2,0.0,610,6,8,2,1,40,0.023076923076923078,32,1,1,135,0.1076923076923077,250,1,1,1017,0.13846153846153847,250,2,1,1359,0.19230769230769232,250,1,1,1514,0.2846153846153846,250,3,1,1663,0.25384615384615383,
10030199,1096,145,2,0.0,345,6,35,2,1,164,0.07,72,3,1,244,0.07,250,3,1,695,0.31,250,2,1,981,0.28,250,3,1,1005,0.12,250,1,1,1197,0.15,
10030199,1102,113,2,0.0,185,6,35,2,1,164,0.0967741935483871,185,1,1,309,0.1935483870967742,250,2,1,457,0.1935483870967742,250,3,1,504,0.16129032258064516,250,1,1,550,0.1935483870967742,250,3,1,695,0.16129032258064516,
10030199,1155,250,2,0.0,457,6,113,2,1,185,0.11764705882352941,185,1,1,309,0.18627450980392157,250,3,1,504,0.21568627450980393,250,1,1,753,0.19607843137254902,250,3,1,827,0.13725490196078433,250,2,1,1118,0.14705882352941177,
10050072,541,250,1,0.16666666666666666,554,6,11,1,2,151,0.14655172413793102,59,2,1,252,0.14655172413793102,250,2,1,321,0.14655172413793102,84,2,1,340,0.13793103448275862,250,1,1,802,0.1206896551724138,250,0,0,2673,0.3017241379310345,
10050072,576,250,1,0.16666666666666666,802,6,27,2,1,86,0.0763888888888889,59,2,1,252,0.1388888888888889,58,1,2,420,0.11805555555555555,250,1,1,554,0.09722222222222222,250,2,1,1506,0.2569444444444444,250,0,0,2673,0.3125,
10050072,666,124,1,0.16666666666666666,233,6,95,2,1,165,0.09722222222222222,250,2,1,271,0.1527777777777778,134,1,1,318,0.2361111111111111,9,1,0,481,0.16666666666666666,250,2,1,585,0.1388888888888889,250,0,0,2673,0.20833333333333334,
10050072,500,250,2,0.6666666666666666,321,6,11,1,2,151,0.14130434782608695,84,2,1,340,0.1956521739130435,250,3,2,553,0.07608695652173914,250,1,1,554,0.18478260869565216,250,3,2,961,0.2717391304347826,250,2,2,1108,0.13043478260869565,
10050072,649,182,2,0.16666666666666666,410,6,57,1,1,249,0.13,152,2,1,343,0.16,58,1,2,420,0.18,250,2,1,661,0.12,250,3,1,789,0.15,250,3,1,1862,0.26,
10010165,52,250,1,0.0,503,6,119,2,1,179,0.0873015873015873,117,1,1,320,0.23809523809523808,224,1,1,402,0.07142857142857142,250,2,1,882,0.10317460317460317,250,2,1,1416,0.30158730158730157,250,0,0,2268,0.1984126984126984,
10010165,56,54,1,0.16666666666666666,204,6,12,2,1,56,0.1527777777777778,33,2,1,118,0.16666666666666666,250,1,1,567,0.08333333333333333,250,2,1,1081,0.16666666666666666,250,1,2,1897,0.1111111111111111,250,0,0,2268,0.3194444444444444,
10010165,95,224,1,0.0,402,6,110,1,1,310,0.16666666666666666,250,2,1,439,0.1568627450980392,250,1,1,503,0.08823529411764706,250,2,1,1053,0.10784313725490197,250,2,1,1416,0.21568627450980393,250,0,0,2268,0.2647058823529412,
10010165,77,250,2,0.0,1416,6,250,3,1,319,0.11170212765957446,250,3,1,378,0.1276595744680851,224,1,1,402,0.11702127659574468,250,1,1,503,0.20212765957446807,250,2,1,882,0.2074468085106383,250,2,1,1053,0.23404255319148937,
10010165,123,250,2,0.0,439,6,86,3,1,236,0.15,110,1,1,310,0.14,224,1,1,402,0.16,250,3,1,572,0.15,250,2,1,779,0.15,250,2,1,1053,0.25,
10010165,1695,250,2,0.3333333333333333,745,6,186,2,1,514,0.04411764705882353,250,2,1,858,0.27205882352941174,250,3,1,902,0.11764705882352941,250,3,2,1187,0.2426470588235294,250,3,1,1348,0.20588235294117646,250,1,2,1897,0.11764705882352941,
10010165,1759,89,2,0.0,352,6,22,3,1,90,0.125,119,2,1,179,0.15625,160,3,1,249,0.10416666666666667,250,2,1,882,0.2708333333333333,250,1,1,999,0.09375,250,2,1,1069,0.25,
10050075,831,192,2,0.5,378,6,21,3,1,87,0.09,2,2,2,391,0.24,2,1,0,903,0.09,213,2,1,917,0.22,136,3,2,1068,0.23,250,3,1,1226,0.13,
10050075,899,213,2,0.6666666666666666,917,6,13,3,1,35,0.07792207792207792,192,2,1,378,0.14285714285714285,3,2,2,525,0.19480519480519481,2,1,0,903,0.2857142857142857,136,3,2,1068,0.14285714285714285,102,3,2,1530,0.15584415584415584,
10050075,990,250,2,0.3333333333333333,305,6,71,2,1,111,0.03333333333333333,30,3,2,163,0.05555555555555555,119,3,1,389,0.15555555555555556,220,2,2,497,0.16666666666666666,250,3,1,761,0.2777777777777778,213,1,1,799,0.3111111111111111,
10030155,1422,99,1,0.0,155,6,21,1,1,104,0.109375,66,2,1,190,0.171875,212,2,1,267,0.15625,250,1,1,606,0.25,250,1,1,1142,0.203125,250,0,0,2974,0.109375,
10030155,1459,250,1,0.0,606,6,99,1,1,155,0.125,66,2,1,190,0.109375,250,2,1,762,0.109375,250,2,1,821,0.2109375,250,1,1,911,0.1640625,250,0,0,2974,0.28125,
10030155,1468,250,1,0.0,911,6,14,1,1,81,0.04794520547945205,250,2,1,534,0.14383561643835616,250,2,1,595,0.1917808219178082,250,1,1,606,0.14383561643835616,250,2,1,762,0.2054794520547945,250,0,0,2974,0.2671232876712329,
10030155,1291,250,2,0.0,485,6,122,3,1,228,0.13392857142857142,203,2,1,452,0.17857142857142858,233,3,1,482,0.14285714285714285,250,3,1,590,0.25,250,2,1,1308,0.16071428571428573,250,1,1,1494,0.13392857142857142,
10030155,1300,203,2,0.0,452,6,122,3,1,228,0.12745098039215685,116,1,1,421,0.17647058823529413,250,2,1,485,0.19607843137254902,250,2,1,764,0.13725490196078433,250,1,1,1494,0.19607843137254902,250,1,1,1609,0.16666666666666666,
10010131,1019,250,1,0.0,673,6,28,1,1,90,0.11764705882352941,61,1,1,123,0.14705882352941177,250,2,1,448,0.2426470588235294,250,2,1,550,0.04411764705882353,250,2,1,662,0.125,250,0,0,2368,0.3235294117647059,
10010131,1034,250,1,0.0,606,6,61,1,1,123,0.08064516129032258,250,2,1,454,0.12096774193548387,250,2,1,598,0.1693548387096774,250,1,1,999,0.16129032258064516,250,2,1,1051,0.18548387096774194,250,0,0,2368,0.28225806451612906,
10010131,1068,250,1,0.0,999,6,40,1,1,167,0.0625,250,2,1,454,0.13125,250,1,1,606,0.125,250,2,1,617,0.14375,250,2,1,1017,0.23125,250,0,0,2368,0.30625,
10010131,1076,193,1,0.0,409,6,28,1,1,90,0.16346153846153846,85,2,1,166,0.057692307692307696,72,1,1,309,0.08653846153846154,250,2,1,550,0.1346153846153846,250,2,1,998,0.33653846153846156,250,0,0,2368,0.22115384615384615,
10010131,985,250,2,0.0,598,6,61,1,1,123,0.13333333333333333,140,3,1,234,0.11666666666666667,250,1,1,606,0.175,250,2,1,662,0.19166666666666668,250,3,1,731,0.18333333333333332,250,2,1,1051,0.2,
10010131,1021,250,2,0.0,454,6,24,3,1,138,0.1509433962264151,250,1,1,606,0.14150943396226415,250,1,1,999,0.19811320754716982,250,2,1,1017,0.14150943396226415,250,2,1,1051,0.2830188679245283,250,3,1,1651,0.08490566037735849,
10050081,1325,122,1,0.0,403,6,32,2,1,103,0.10204081632653061,46,1,1,124,0.15306122448979592,213,2,1,458,0.19387755102040816,201,2,1,521,0.1326530612244898,159,1,1,625,0.16326530612244897,250,0,0,2762,0.25510204081632654,
10050081,1433,250,1,0.3333333333333333,371,6,34,2,1,71,0.07954545454545454,89,2,2,216,0.1590909090909091,122,2,1,273,0.14772727272727273,208,1,1,379,0.13636363636363635,167,1,2,647,0.20454545454545456,250,0,0,2762,0.2727272727272727,
10050081,1278,250,2,0.16666666666666666,657,6,143,3,1,313,0.1796875,163,3,1,433,0.09375,189,2,1,442,0.1953125,250,3,1,520,0.1328125,250,1,2,1051,0.2265625,250,2,1,1970,0.171875,
10050081,1282,213,2,0.0,458,6,32,2,1,103,0.125,122,1,1,403,0.16964285714285715,201,2,1,521,0.16071428571428573,166,3,1,732,0.08035714285714286,250,3,1,1407,0.25892857142857145,250,2,1,1970,0.20535714285714285,
10050081,1305,201,2,0.0,521,6,14,3,1,61,0.0603448275862069,46,1,1,124,0.10344827586206896,122,1,1,403,0.11206896551724138,213,2,1,458,0.15517241379310345,250,2,1,1074,0.33620689655172414,250,3,1,1407,0.23275862068965517,
10050081,1406,250,2,0.0,622,6,114,3,1,256,0.10483870967741936,136,2,1,307,0.0967741935483871,130,3,1,343,0.1935483870967742,250,3,1,780,0.12903225806451613,250,2,1,1067,0.21774193548387097,250,1,1,1526,0.25806451612903225,
10030163,753,218,1,0.0,532,6,28,1,1,146,0.06557377049180328,137,2,1,253,0.10655737704918032,176,1,1,454,0.16393442622950818,250,2,1,840,0.27049180327868855,250,2,1,1150,0.07377049180327869,250,0,0,2386,0.319672131147541,
10030163,756,250,1,0.0,878,6,68,2,1,192,0.12162162162162163,250,2,1,365,0.07432432432432433,80,2,1,368,0.19594594594594594,250,1,1,743,0.14189189189189189,250,1,1,810,0.20270270270270271,250,0,0,2386,0.2635135135135135,
10030163,813,84,1,0.0,320,6,30,1,1,97,0.09090909090909091,17,1,1,105,0.056818181818181816,161,2,1,565,0.125,250,2,1,818,0.2159090909090909,250,2,1,1209,0.17045454545454544,250,0,0,2386,0.3409090909090909,
10030163,705,250,2,0.0,434,6,11,3,1,38,0.03,86,2,1,237,0.05,80,2,1,368,0.26,250,1,1,810,0.16,250,3,1,1175,0.24,250,3,1,1357,0.26,
10030163,799,250,2,0.0,508,6,68,2,1,192,0.1724137931034483,250,2,1,365,0.0603448275862069,250,3,1,634,0.20689655172413793,250,1,1,743,0.04310344827586207,250,3,1,1293,0.25,250,2,1,1815,0.2672413793103448,
10030163,842,250,2,0.0,818,6,17,1,1,105,0.08974358974358974,84,1,1,320,0.12179487179487179,250,3,1,475,0.10897435897435898,250,3,1,810,0.16025641025641027,250,2,1,1150,0.28205128205128205,250,2,1,1209,0.23717948717948717,
10050029,672,134,1,0.5,763,6,1,1,0,248,0.1865671641791045,88,2,1,272,0.1044776119402985,250,2,2,482,0.16417910447761194,1,1,0,655,0.05970149253731343,250,2,1,817,0.23880597014925373,250,0,0,2390,0.2462686567164179,
10050029,653,250,2,0.3333333333333333,817,6,88,2,1,272,0.10810810810810811,250,3,1,316,0.10810810810810811,1,1,0,655,0.21621621621621623,250,3,1,687,0.20270270270270271,135,2,2,706,0.14864864864864866,134,1,1,763,0.21621621621621623,
10050029,731,250,2,0.5,704,6,76,2,2,258,0.09848484848484848,111,3,2,386,0.18181818181818182,250,3,1,711,0.12121212121212122,133,2,2,875,0.17424242424242425,250,1,1,940,0.20454545454545456,250,3,1,1493,0.2196969696969697,
10050029,788,129,2,0.5,544,6,15,1,1,102,0.09821428571428571,1,2,2,149,0.125,195,2,1,425,0.13392857142857142,1,1,0,554,0.16071428571428573,250,3,1,1059,0.21428571428571427,15,1,2,1219,0.26785714285714285,
10010136,749,250,1,0.0,886,6,53,2,1,249,0.18,250,1,1,729,0.09333333333333334,250,1,1,766,0.013333333333333334,250,2,1,996,0.16666666666666666,250,2,1,1580,0.23333333333333334,250,0,0,2682,0.31333333333333335,
10010136,570,91,2,0.0,306,6,70,3,1,156,0.0425531914893617,50,2,1,195,0.07446808510638298,250,2,1,524,0.24468085106382978,178,2,1,686,0.20212765957446807,250,1,1,813,0.23404255319148937,250,3,1,1209,0.20212765957446807,
10010136,574,250,2,0.0,524,6,70,3,1,156,0.13636363636363635,91,2,1,306,0.20909090909090908,244,2,1,328,0.12727272727272726,250,3,1,598,0.18181818181818182,250,1,1,813,0.16363636363636364,250,3,1,820,0.18181818181818182,
10010136,587,244,2,0.16666666666666666,328,6,42,1,2,146,0.06382978723404255,52,2,1,224,0.23404255319148937,250,3,1,451,0.10638297872340426,250,2,1,524,0.14893617021276595,250,3,1,598,0.20212765957446807,250,1,1,813,0.24468085106382978,
10010136,626,250,2,0.0,807,6,52,2,1,129,0.08450704225352113,250,3,1,380,0.23943661971830985,178,2,1,686,0.15492957746478872,250,1,1,747,0.14084507042253522,250,3,1,1209,0.08450704225352113,250,3,1,1760,0.29577464788732394,
10010136,627,250,2,0.0,588,6,23,2,1,116,0.1721311475409836,52,2,1,224,0.1721311475409836,250,3,1,451,0.13114754098360656,250,3,1,542,0.13114754098360656,250,1,1,766,0.13114754098360656,250,2,1,1146,0.26229508196721313,
10010136,644,250,2,0.0,1146,6,250,3,1,509,0.13953488372093023,250,3,1,542,0.1686046511627907,250,2,1,588,0.18604651162790697,250,1,1,766,0.1569767441860465,250,3,1,829,0.18023255813953487,250,2,1,1043,0.1686046511627907,
10010136,747,250,2,0.0,439,6,51,2,1,148,0.057692307692307696,171,1,1,427,0.15384615384615385,185,3,1,444,0.18269230769230768,250,3,1,736,0.2403846153846154,250,2,1,965,0.125,250,1,1,1447,0.2403846153846154,
10050016,1297,172,1,0.3333333333333333,493,6,1,1,0,213,0.13333333333333333,88,1,1,610,0.25833333333333336,149,2,2,656,0.125,250,2,1,863,0.06666666666666667,250,2,1,1426,0.275,250,0,0,2336,0.14166666666666666,
10050016,1180,250,2,0.16666666666666666,552,6,126,2,1,285,0.16666666666666666,155,3,1,360,0.10317460317460317,250,2,1,819,0.15079365079365079,250,3,2,834,0.1984126984126984,250,1,1,1274,0.12698412698412698,250,3,1,1445,0.25396825396825395,
10050016,1336,237,2,0.16666666666666666,434,6,20,2,1,53,0.0660377358490566,69,3,1,187,0.07547169811320754,215,1,1,558,0.10377358490566038,149,2,2,656,0.32075471698113206,250,3,1,794,0.22641509433962265,250,3,1,829,0.20754716981132076,
10030197,1626,250,1,0.16666666666666666,794,6,250,2,1,411,0.13924050632911392,217,1,1,516,0.14556962025316456,250,1,1,637,0.0189873417721519,250,2,2,701,0.16455696202531644,250,2,1,1304,0.3037974683544304,250,0,0,3164,0.22784810126582278,
10030197,1665,250,1,0.0,687,6,130,1,1,217,0.1,135,2,1,220,0.12307692307692308,128,1,1,389,0.13076923076923078,250,2,1,537,0.24615384615384617,250,2,1,775,0.1,250,0,0,3164,0.3,
10030197,1690,250,1,0.0,637,6,250,1,1,541,0.17424242424242425,250,2,1,665,0.21212121212121213,250,1,1,794,0.022727272727272728,250,2,1,888,0.06818181818181818,250,2,1,1304,0.22727272727272727,250,0,0,3164,0.29545454545454547,
10030197,1719,250,1,0.0,541,6,24,1,1,71,0.10483870967741936,250,1,1,637,0.18548387096774194,250,2,1,721,0.1935483870967742,250,2,1,888,0.11290322580645161,250,2,1,1213,0.18548387096774194,250,0,0,3164,0.21774193548387097,
10030197,13,250,2,0.0,721,6,32,3,1,174,0.15217391304347827,250,1,1,541,0.17391304347826086,250,3,1,823,0.3115942028985507,250,2,1,888,0.2391304347826087,250,2,1,1213,0.050724637681159424,250,3,1,1334,0.07246376811594203,
10030197,1554,250,2,0.0,909,6,238,3,1,404,0.18,250,3,1,597,0.2,250,2,1,637,0.11333333333333333,250,2,1,1075,0.24,250,3,1,1096,0.11333333333333333,250,1,1,1271,0.15333333333333332,
10030197,1589,250,2,0.0,637,6,130,1,1,217,0.16129032258064516,250,3,1,314,0.1532258064516129,238,3,1,404,0.13709677419354838,250,2,1,537,0.13709677419354838,250,2,1,909,0.13709677419354838,250,1,1,1271,0.27419354838709675,
10030197,1652,250,2,0.0,537,6,130,1,1,217,0.0625,135,2,1,220,0.08928571428571429,250,3,1,314,0.16964285714285715,250,2,1,637,0.15178571428571427,250,1,1,687,0.2857142857142857,250,3,1,922,0.24107142857142858,
10050011,262,250,1,0.16666666666666666,727,6,92,1,1,253,0.0625,250,2,2,421,0.1527777777777778,250,2,1,702,0.1875,250,1,1,704,0.13194444444444445,250,2,1,875,0.1736111111111111,250,0,0,2265,0.2916666666666667,
10050011,418,158,1,0.6666666666666666,488,6,31,1,1,127,0.0990990990990991,80,2,2,262,0.24324324324324326,1,1,0,607,0.22522522522522523,109,2,2,752,0.23423423423423423,168,2,2,1007,0.10810810810810811,250,0,0,2265,0.09009009009009009,
10050011,222,250,2,0.3333333333333333,875,6,164,3,1,372,0.14473684210526316,250,2,2,421,0.125,250,2,2,516,0.14473684210526316,250,3,1,641,0.25,250,1,1,704,0.17105263157894737,250,1,1,727,0.16447368421052633,
10050011,246,250,2,0.6666666666666666,543,6,250,2,1,470,0.10344827586206896,250,3,2,502,0.1724137931034483,250,2,2,516,0.1896551724137931,232,3,2,538,0.1896551724137931,250,1,1,704,0.23275862068965517,250,3,2,712,0.11206896551724138,
10050011,275,250,2,0.16666666666666666,470,6,90,1,1,424,0.25925925925925924,196,3,1,438,0.10185185185185185,218,2,1,443,0.12037037037037036,250,3,2,502,0.21296296296296297,250,2,1,543,0.1111111111111111,250,1,1,704,0.19444444444444445,
10050011,305,218,2,0.5,443,6,1,1,0,144,0.08333333333333333,147,3,2,315,0.08333333333333333,90,1,1,424,0.18518518518518517,196,3,1,438,0.24074074074074073,250,2,1,470,0.12037037037037036,147,2,2,1584,0.28703703703703703,
10050011,316,248,2,0.3333333333333333,547,6,92,1,1,253,0.09836065573770492,113,2,1,291,0.1721311475409836,250,3,2,566,0.13934426229508196,250,2,1,702,0.26229508196721313,7,1,0,706,0.1885245901639344,250,3,1,1221,0.13934426229508196,
10050011,383,250,2,0.3333333333333333,692,6,32,3,2,107,0.11029411764705882,113,2,1,291,0.16176470588235295,140,3,1,346,0.125,7,1,0,706,0.17647058823529413,250,2,1,1173,0.2647058823529412,250,3,1,1797,0.16176470588235295,
